Marque,Modèle,Type de Carburant,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
MERCEDES-BENZ,SPRINTER 216CDI / EPT 30 / TOIT HAUT / RPT=4.111,GO,11,115.0,M 5,13.2,7.8,9.8,256.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 30 / TOIT HAUT / RPT=4.111 / BVA,GO,11,115.0,A 6,11.2,8.0,9.2,242.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=3.455,GO,10,115.0,M 5,11.3,7.1,8.7,228.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=3.455 / BVA,GO,11,115.0,A 6,10.5,7.8,8.8,231.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=3.727,GO,10,115.0,M 5,11.3,7.1,8.7,228.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=3.727 / BVA,GO,11,115.0,A 6,10.5,7.8,8.8,231.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=4.111,GO,11,115.0,M 5,13.2,7.8,9.8,256.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT BAS / RPT=4.111 / BVA,GO,11,115.0,A 6,11.2,8.0,9.2,242.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=3.455,GO,10,115.0,M 5,11.3,7.1,8.7,228.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=3.455 / BVA,GO,11,115.0,A 6,10.5,7.8,8.8,231.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=3.727,GO,10,115.0,M 5,11.3,7.1,8.7,228.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=3.727 / BVA,GO,11,115.0,A 6,10.5,7.8,8.8,231.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=4.111,GO,11,115.0,M 5,13.2,7.8,9.8,256.0,,,,,
MERCEDES-BENZ,SPRINTER 216CDI / EPT 35 / TOIT HAUT / RPT=4.111 / BVA,GO,11,115.0,A 6,11.2,8.0,9.2,242.0,,,,,
MERCEDES-BENZ,SPRINTER 308CDI / EPT 40 / TOIT HAUT / RPT=4.375,GO,8,60.0,M 5,12.4,7.9,9.6,253.0,,,,,
MERCEDES-BENZ,SPRINTER 308CDI / EPT 40 / TOIT HAUT / RPT=4.375 / BVA,GO,7,60.0,A 6,11.0,7.8,9.0,236.0,,,,,
MERCEDES-BENZ,SPRINTER 308CDI / EPT 40 / TOIT HAUT / RPT=4.857,GO,8,60.0,M 5,14.1,8.7,10.7,282.0,,,,,
MERCEDES-BENZ,SPRINTER 308CDI / EPT 40 / TOIT HAUT / RPT=4.857 / BVA,GO,8,60.0,A 6,11.0,8.9,9.7,255.0,,,,,
MERCEDES-BENZ,SPRINTER 311CDI / EPT 40 / TOIT HAUT / RPT=4.111,GO,8,80.0,M 5,11.7,7.3,8.9,236.0,,,,,
MERCEDES-BENZ,SPRINTER 311CDI / EPT 40 / TOIT HAUT / RPT=4.111 / BVA,GO,8,80.0,A 6,10.8,8.2,9.1,241.0,,,,,
MERCEDES-BENZ,SPRINTER 311CDI / EPT 40 / TOIT HAUT / RPT=4.375,GO,8,80.0,M 5,11.7,7.3,8.9,236.0,,,,,
MERCEDES-BENZ,SPRINTER 311CDI / EPT 40 / TOIT HAUT / RPT=4.375 / BVA,GO,8,80.0,A 6,10.8,8.2,9.1,241.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=3.727,GO,9,95.0,M 5,10.2,6.9,8.1,214.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=3.727 / BVA,GO,9,95.0,A 6,9.7,7.6,8.4,222.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=4.111,GO,9,95.0,M 5,11.7,7.3,8.9,236.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=4.111 / BVA,GO,9,95.0,A 6,10.8,8.2,9.1,241.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=4.375,GO,9,95.0,M 5,11.7,7.3,8.9,236.0,,,,,
MERCEDES-BENZ,SPRINTER 313CDI / EPT 40 / TOIT HAUT / RPT=4.375 / BVA,GO,9,95.0,A 6,10.8,8.2,9.1,241.0,,,,,
MERCEDES-BENZ,SPRINTER 314 / EPT 40 / TOIT HAUT / RPT=4.857,ES,11,105.0,M 5,17.8,9.6,12.6,301.0,,,,,
MERCEDES-BENZ,SPRINTER 314 / EPT 40 / TOIT HAUT / RPT=5.286,ES,12,105.0,M 5,19.6,10.3,13.7,328.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=3.727,GO,10,115.0,M 5,11.3,7.1,8.7,228.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=3.727 / BVA,GO,11,115.0,A 6,10.5,7.8,8.8,231.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=4.111,GO,11,115.0,M 5,13.2,7.8,9.8,256.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=4.111 / BVA,GO,11,115.0,A 6,11.2,8.0,9.2,242.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=4.375,GO,11,115.0,M 5,13.2,7.8,9.8,256.0,,,,,
MERCEDES-BENZ,SPRINTER 316CDI / EPT 40 / TOIT HAUT / RPT=4.375 / BVA,GO,11,115.0,A 6,11.2,8.0,9.2,242.0,,,,,
MERCEDES-BENZ,V 220 CDI,GO,8,90.0,M 5,10.4,6.8,8.1,214.0,,,,,
MERCEDES-BENZ,V 220 CDI BVA,GO,9,90.0,A 4,11.1,7.0,8.5,224.0,,,,,
MERCEDES-BENZ,V 230,ES,11,105.0,M 5,16.9,9.0,11.9,284.0,,,,,
MERCEDES-BENZ,V 230 BVA,ES,11,105.0,A 4,17.7,9.7,12.6,301.0,,,,,
MERCEDES-BENZ,VANEO,ES,6,60.0,M 5,10.4,6.4,7.8,187.0,,,,,
MERCEDES-BENZ,VANEO 1.6,ES,7,75.0,M 5,10.7,6.5,8.0,192.0,,,,,
MERCEDES-BENZ,VANEO 1.6 BVA,ES,7,75.0,A 5,11.1,6.6,8.3,199.0,,,,,
MERCEDES-BENZ,VANEO 1.9,ES,8,92.0,M 5,10.7,6.7,8.2,197.0,,,,,
MERCEDES-BENZ,VANEO 1.9 BVA,ES,8,92.0,A 5,11.5,6.8,8.5,204.0,,,,,
MERCEDES-BENZ,VANEO CDI,GO,5,55.0,M 5,7.3,4.9,5.7,151.0,,,,,
MERCEDES-BENZ,VANEO CDI 1.7,GO,6,67.0,M 5,7.4,5.1,5.9,157.0,,,,,
MERCEDES-BENZ,VANEO CDI 1.7 BVA,GO,6,67.0,A 5,8.4,5.6,6.6,174.0,,,,,
MERCEDES-BENZ,"VITO 108 CDI COMBI ou VITO ""F"" 108 CDI",GO,7,60.0,M 5,10.6,7.0,8.3,220.0,,,,,
MERCEDES-BENZ,"VITO 110 CDI COMBI BVA ou VITO ""F"" 110 CDI BVA",GO,8,75.0,A 4,11.1,7.0,8.5,224.0,,,,,
MERCEDES-BENZ,"VITO 110 CDI COMBI ou VITO ""F"" 110 CDI",GO,7,75.0,M 5,10.4,6.8,8.1,214.0,,,,,
MERCEDES-BENZ,"VITO 112 CDI COMBI BVA ou VITO ""F"" 112 CDI BVA",GO,9,90.0,A 4,11.1,7.0,8.5,224.0,,,,,
MERCEDES-BENZ,"VITO 112 CDI COMBI ou VITO ""F"" 112 CDI",GO,8,90.0,M 5,10.4,6.8,8.1,214.0,,,,,
MERCEDES-BENZ,"VITO 113 COMBI BVA ou VITO ""F"" 113 BVA",ES,11,95.0,A 4,18.0,10.1,12.9,310.0,,,,,
MERCEDES-BENZ,"VITO 113 COMBI ou VITO ""F"" 113",ES,10,95.0,M 5,16.4,8.9,11.7,280.0,,,,,
MERCEDES-BENZ,"VITO 114 COMBI BVA ou VITO ""F"" 114 BVA",ES,11,105.0,A 4,17.7,9.7,12.6,301.0,,,,,
MERCEDES-BENZ,"VITO 114 COMBI ou VITO ""F"" 114",ES,11,105.0,M 5,16.9,9.0,11.9,284.0,,,,,
MG,MG TF 115,ES,7,85.0,M 5,9.7,5.6,7.1,169.0,,,,,
MG,MG TF 135,ES,9,100.0,M 5,11.2,6.0,7.9,189.0,,,,,
MG,MG TF 160,ES,10,118.0,M 5,10.6,5.7,7.5,179.0,,,,,
MG,MG TF StepSpeed,ES,8,88.0,V 0,11.6,6.4,8.3,199.0,,,,,
MG,MG ZR 3P 105,ES,6,76.0,M 5,9.1,5.5,6.8,164.0,,,,,
MG,MG ZR 3P 160,ES,10,118.0,M 5,10.4,5.8,7.5,179.0,,,,,
MG,MG ZR 3P DIESEL,GO,6,74.0,M 5,7.2,4.1,5.2,150.0,,,,,
MG,MG ZR 5P 105,ES,6,76.0,M 5,9.1,5.5,6.8,164.0,,,,,
MG,MG ZR 5P 160,ES,10,118.0,M 5,10.4,5.8,7.5,179.0,,,,,
MG,MG ZR 5P DIESEL,GO,6,74.0,M 5,7.2,4.1,5.2,150.0,,,,,
MG,MG ZS 120,ES,7,86.0,M 5,9.7,5.8,7.3,174.0,,,,,
MG,MG ZS 180,ES,12,130.0,M 5,14.1,6.8,9.5,227.0,,,,,
MG,MG ZS DIESEL,GO,6,74.0,M 5,7.3,4.3,5.4,150.0,,,,,
MG,MG ZT 135,GO,8,96.0,M 5,8.1,4.4,5.8,163.0,,,,,
MG,MG ZT 160,ES,10,118.0,M 5,11.4,6.2,8.1,194.0,,,,,
MG,MG ZT 180 SPORT BVA,ES,12,130.0,A 5,16.0,7.9,10.9,259.0,,,,,
MG,MG ZT 190,ES,13,140.0,M 5,14.3,7.3,9.8,244.0,,,,,
MG,MG ZTT 135,GO,8,96.0,M 5,8.1,4.4,5.8,163.0,,,,,
MG,MG ZTT 160,ES,10,118.0,M 5,11.4,6.2,8.1,194.0,,,,,
MG,MG ZTT 180 SPORT BVA,ES,12,130.0,A 5,16.2,8.1,11.1,264.0,,,,,
MG,MG ZTT 190,ES,13,140.0,M 5,14.3,7.3,9.8,235.0,,,,,
MINI,MINI ONE,ES,6,66.0,M 5,8.7,5.2,6.5,158.0,,,,,
MINI,MINI ONE,ES,6,66.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI ONE,ES,6,66.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI ONE,ES,6,66.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI ONE,ES,6,66.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI COOPER,ES,7,85.0,M 5,9.0,5.3,6.7,163.0,,,,,
MINI,MINI COOPER,ES,7,85.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI COOPER,ES,7,85.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI COOPER,ES,7,85.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI COOPER,ES,7,85.0,V 0,10.9,5.9,7.7,187.0,,,,,
MINI,MINI COOPER  S,ES,10,120.0,M 6,11.4,6.8,8.4,202.0,,,,,
MINI,MINI COOPER  S,ES,10,120.0,M 6,11.4,6.8,8.4,202.0,,,,,
MINI,MINI COOPER  S,ES,10,120.0,M 6,11.4,6.8,8.4,202.0,,,,,
MINI,MINI COOPER  S,ES,10,120.0,M 6,11.4,6.8,8.4,202.0,,,,,
MITSUBISHI,CARISMA 1.8GDI,ES,7,90.0,M 5,9.2,5.7,7.0,168.0,,,,,
MITSUBISHI,CARISMA 1.8GDI BVA,ES,8,92.0,A 4,11.4,6.3,8.1,194.0,,,,,
MITSUBISHI,CARISMA 1.9DI-D (102ch),GO,6,75.0,M 5,7.3,4.5,5.5,146.0,,,,,
MITSUBISHI,CARISMA 1.9DI-D (115ch),GO,7,85.0,M 5,7.3,4.5,5.5,146.0,,,,,
MITSUBISHI,MONTERO COURT 2.5TD,GO,9,85.0,M 5,12.8,9.0,10.4,275.0,,,,,
MITSUBISHI,MONTERO LONG 2.5TD,GO,10,85.0,M 5,13.0,9.2,10.6,281.0,,,,,
MITSUBISHI,PAJERO PININ COURT 1.8,ES,8,84.0,M 5,11.7,8.3,9.5,225.0,,,,,
MITSUBISHI,PAJERO PININ LONG 1.8,ES,8,84.0,M 5,11.7,8.3,9.5,225.0,,,,,
MITSUBISHI,PAJERO PININ COURT 2.0GDI,ES,9,95.0,M 5,12.1,7.9,9.4,225.0,,,,,
MITSUBISHI,PAJERO PININ COURT 2.0GDI BVA,ES,9,95.0,A 4,12.5,8.3,9.8,235.0,,,,,
MITSUBISHI,PAJERO PININ LONG 2.0GDI,ES,9,95.0,M 5,12.2,8.0,9.5,227.0,,,,,
MITSUBISHI,PAJERO PININ LONG 2.0GDI BVA,ES,9,95.0,A 4,12.6,8.4,9.9,237.0,,,,,
MITSUBISHI,PAJERO SPORT 3.0 V6 BVA,ES,13,125.0,A 4,17.1,11.2,13.4,311.0,,,,,
MITSUBISHI,PAJERO COURT 3.5GDI BVA EXCEED,ES,16,149.0,A 5,19.5,11.1,14.2,339.0,,,,,
MITSUBISHI,PAJERO LONG 3.5GDI BVA EXCEED,ES,16,149.0,A 5,19.5,11.1,14.2,339.0,,,,,
MITSUBISHI,PAJERO COURT 2.5TD,GO,10,85.0,M 5,13.3,9.1,10.6,281.0,,,,,
MITSUBISHI,PAJERO LONG 2.5TD,GO,10,85.0,M 5,13.4,9.2,10.8,285.0,,,,,
MITSUBISHI,PAJERO SPORT 2.5TD,GO,10,85.0,M 5,13.1,9.0,10.5,278.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D,GO,11,118.0,M 5,12.1,7.9,9.5,251.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D,GO,11,118.0,M 5,12.1,7.9,9.5,251.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D BVA,GO,12,118.0,A 5,13.3,8.8,10.5,278.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D BVA EXCEED,GO,12,118.0,A 5,13.3,8.8,10.5,278.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D BVA,GO,12,118.0,A 5,13.3,8.8,10.5,278.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D BVA EXCEED,GO,12,118.0,A 5,13.3,8.8,10.5,278.0,,,,,
MITSUBISHI,SPACE STAR 1.3,ES,6,60.0,M 5,8.8,5.7,6.8,162.0,,,,,
MITSUBISHI,SPACE STAR 1.6 COMFORT,ES,6,72.0,M 5,9.3,6.0,7.2,171.0,,,,,
MITSUBISHI,SPACE STAR 1.6 COMFORT BVA,ES,7,72.0,A 4,10.7,6.6,8.2,192.0,,,,,
MITSUBISHI,SPACE STAR 1.9DI-D (102ch),GO,6,75.0,M 5,7.2,4.6,5.5,146.0,,,,,
MITSUBISHI,SPACE STAR 1.9DI-D (115ch),GO,6,75.0,M 5,7.2,4.6,5.5,146.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,10.3,6.2,7.7,181.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,11.4,6.3,8.2,196.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,10.3,6.2,7.7,181.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,11.4,6.3,8.2,196.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,10.3,6.2,7.7,181.0,,,,,
MORGAN,4/4 1800,ES,7,81.5,M 5,11.4,6.3,8.2,196.0,,,,,
MORGAN,4/4 TOURER,ES,7,81.5,M 5,10.3,6.2,7.7,181.0,,,,,
MORGAN,PLUS 4 2000,ES,9,100.0,M 5,13.4,7.0,9.4,221.0,,,,,
MORGAN,PLUS 4 2000,ES,9,100.0,M 5,13.4,7.0,9.4,221.0,,,,,
MORGAN,PLUS 4 2000,ES,9,100.0,M 5,13.4,7.0,9.4,221.0,,,,,
MORGAN,PLUS 8,ES,14,140.0,M 5,17.2,9.2,12.2,290.0,,,,,
MORGAN,PLUS 8,ES,14,140.0,M 5,17.2,9.2,12.2,290.0,,,,,
MORGAN,AERO 8,ES,21,210.0,M 6,18.4,8.9,12.4,295.0,,,,,
NISSAN,ALMERA 3P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 3P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 4P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 4P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 5P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 5P 1.5L,ES,6,72.0,M 5,8.7,5.5,6.7,160.0,,,,,
NISSAN,ALMERA 3P 1.8L,ES,7,85.0,M 5,10.2,5.9,7.5,180.0,,,,,
NISSAN,ALMERA 3P 1.8L,ES,7,85.0,M 5,10.2,5.9,7.5,180.0,,,,,
NISSAN,ALMERA 3P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA 3P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA 4P 1.8L,ES,7,85.0,M 5,10.4,6.0,7.6,183.0,,,,,
NISSAN,ALMERA 4P 1.8L,ES,7,85.0,M 5,10.4,6.0,7.6,183.0,,,,,
NISSAN,ALMERA 4P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA 4P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA 5P 1.8L,ES,7,85.0,M 5,10.2,5.9,7.5,180.0,,,,,
NISSAN,ALMERA 5P 1.8L,ES,7,85.0,M 5,10.2,5.9,7.5,180.0,,,,,
NISSAN,ALMERA 5P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA 5P 1.8L BVA,ES,7,85.0,A 4,10.6,6.2,7.8,187.0,,,,,
NISSAN,ALMERA TINO 1.8L,ES,7,84.0,M 5,10.3,6.3,7.8,186.0,,,,,
NISSAN,ALMERA TINO 1.8L,ES,7,84.0,M 5,10.3,6.3,7.8,186.0,,,,,
NISSAN,ALMERA TINO 2.0L CVT,ES,9,100.0,V 0,12.9,7.2,9.3,223.0,,,,,
NISSAN,ALMERA 3P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 3P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 4P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 4P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 5P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 5P 1.5dCi,GO,5,60.0,M 5,6.0,4.1,4.8,127.0,,,,,
NISSAN,ALMERA 3P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA 3P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA 4P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA 4P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA 5P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA 5P 2.2VDi,GO,7,81.0,M 5,7.9,4.7,5.9,157.0,,,,,
NISSAN,ALMERA TINO 2.2VDi,GO,7,84.0,M 5,8.3,5.3,6.4,168.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 1.9dCi (82ch),GO,7,60.0,M 5,9.9,6.9,8.0,213.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 1.9dCi (82ch),GO,7,60.0,M 5,9.9,6.9,8.0,213.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9PL 2.2dCi (90ch),GO,7,66.0,M 5,10.7,7.5,8.7,231.0,,,,,
NISSAN,INTERSTAR Minibus L1H1 8PL 2.2dCi (90ch),GO,8,66.0,M 5,11.2,7.8,9.0,240.0,,,,,
NISSAN,INTERSTAR Minibus L1H1 9PL 2.2dCi (90ch),GO,8,66.0,M 5,11.2,7.8,9.0,240.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9PL 2.5dCi (130ch),GO,9,84.0,M 5,10.7,7.9,8.9,237.0,,,,,
NISSAN,INTERSTAR Minibus L1H1 8PL 2.5dCi (130ch),GO,9,84.0,M 5,11.1,8.2,9.2,246.0,,,,,
NISSAN,INTERSTAR Minibus L1H1 9PL 2.5dCi (130ch),GO,9,84.0,M 5,11.1,8.2,9.2,246.0,,,,,
NISSAN,MAXIMA 2.0L,ES,9,103.0,M 5,12.3,7.3,9.2,220.0,,,,,
NISSAN,MAXIMA 2.0L BVA,ES,10,103.0,A 4,13.5,7.5,9.7,232.0,,,,,
NISSAN,MAXIMA 3.0L,ES,13,147.0,M 5,13.1,7.4,9.5,228.0,,,,,
NISSAN,MAXIMA 3.0L BVA,ES,14,147.0,A 4,15.1,7.8,10.5,252.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 3P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 3P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.1,5.1,5.8,142.0,,,,,
NISSAN,MICRA 5P 1.0L,ES,4,44.0,M 5,7.4,5.2,6.0,149.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,7.5,5.0,5.9,145.0,,,,,
NISSAN,MICRA 5P 1.0L N-CVT,ES,4,44.0,V 0,8.0,5.0,6.1,149.0,,,,,
NISSAN,MICRA 3P 1.4L,ES,5,60.0,M 5,7.7,5.2,6.1,147.0,,,,,
NISSAN,MICRA 3P 1.4L,ES,5,60.0,M 5,7.7,5.2,6.1,147.0,,,,,
NISSAN,MICRA 3P 1.4L N-CVT,ES,5,60.0,V 0,8.5,5.2,6.4,155.0,,,,,
NISSAN,MICRA 3P 1.4L N-CVT,ES,5,60.0,V 0,8.5,5.2,6.4,155.0,,,,,
NISSAN,MICRA 5P 1.4L,ES,5,60.0,M 5,7.7,5.2,6.1,147.0,,,,,
NISSAN,MICRA 5P 1.4L,ES,5,60.0,M 5,7.7,5.2,6.1,147.0,,,,,
NISSAN,MICRA 5P 1.4L N-CVT,ES,5,60.0,V 0,8.5,5.2,6.4,155.0,,,,,
NISSAN,MICRA 5P 1.4L N-CVT,ES,5,60.0,V 0,8.5,5.2,6.4,155.0,,,,,
NISSAN,MICRA 3P 1.5D,GO,4,42.0,M 5,6.8,4.3,5.2,140.0,,,,,
NISSAN,MICRA 3P 1.5D,GO,4,42.0,M 5,6.4,4.2,5.0,133.0,,,,,
NISSAN,MICRA 3P 1.5D,GO,4,42.0,M 5,6.8,4.3,5.2,140.0,,,,,
NISSAN,MICRA 3P 1.5D,GO,4,42.0,M 5,6.4,4.2,5.0,133.0,,,,,
